emp_no,first_name,last_name,gender,salary,to_date
251536,Valery,Crooks,F,50034,1/1/99
251541,Jessie,Leivant,F,58690,1/1/99
251436,Jeane,Kaelbling,M,40000,1/1/99
251565,Gill,Vuskovic,M,68433,1/1/99
251451,Adly,VanScheik,F,45135,1/1/99
251591,Shahar,Pietrzykowski,F,40000,1/1/99
251608,Ult,Baby,F,62298,1/1/99
251456,Tua,Raney,F,86599,1/1/99
251618,Piyawadee,Chachaty,M,62749,1/1/99
251621,Mitchel,Alameldin,M,50179,1/1/99
251464,Junichi,Talmon,M,70706,1/1/99
251470,Sadegh,Mungall,M,59253,1/1/99
251474,Anwar,Kolvik,F,64458,1/1/99
251478,Kamakshi,Maquelin,M,52510,1/1/99
251480,Claude,Hedayat,M,40000,1/1/99
251669,Subhrajyoti,Daescu,M,55298,1/1/99
251861,Qunsheng,Gihr,M,67849,1/1/99
251862,Kauko,Molenaar,M,40000,1/1/99
251865,Younwoo,Danner,M,40000,1/1/99
251877,Bojan,Danecki,M,40000,1/1/99
251683,Maris,Klassen,F,44022,1/1/99
251684,Tetsushi,Coorg,F,61132,1/1/99
251685,Conal,McConalogue,M,69927,1/1/99
251687,Jordanka,Honglei,M,46676,1/1/99
251688,Tsuneo,Jenevein,F,44343,1/1/99
251883,Trygve,Barreiro,M,84163,1/1/99
251903,Fabrizio,Menhoudj,M,56310,1/1/99
251703,Djelloul,Chelton,M,45965,1/1/99
251709,Dmitry,Lorin,F,40000,1/1/99
251720,Tadanori,Birke,M,40000,1/1/99
251734,Lenore,Segond,M,52648,1/1/99
251913,Rildo,Hellwagner,M,49131,1/1/99
251739,Zhiguo,Lichtner,M,45156,1/1/99
251921,Fusako,Mellouli,F,55264,1/1/99
251947,Jouko,Pluym,M,40000,1/1/99
251767,Pranjal,Borovoy,F,40000,1/1/99
251959,Djelloul,Masand,M,44605,1/1/99
251798,Urs,Oxenboll,M,54522,1/1/99
251801,IEEE,Milicic,F,40000,1/1/99
251804,Shir,Akaboshi,F,40000,1/1/99
251806,Zhiguo,Chorvat,F,65002,1/1/99
251961,Lidong,Huxford,F,56263,1/1/99
251812,Doohun,Suomi,F,57487,1/1/99
251815,Moon,Belinskaya,M,41658,1/1/99
251963,Larisa,Tasistro,F,50597,1/1/99
251826,Shimshon,Ghalwash,M,62345,1/1/99
251830,Sanjeeva,Demeyer,M,61362,1/1/99
251839,Nahum,Munoz,F,58529,1/1/99
251966,Volkmar,Cangellaris,F,43419,1/1/99
251851,Yongmin,Munawer,M,54109,1/1/99
251971,Harjit,Demke,F,64062,1/1/99
251999,Godehard,Krohn,M,56057,1/1/99
252004,Kazuhisa,Pettey,F,40000,1/1/99
252016,Hatim,Czaja,M,105395,1/1/99
252018,Yuguang,Spinelli,M,40000,1/1/99
252021,Hatim,Lammel,F,48546,1/1/99
252038,Ottavia,Serra,F,55367,1/1/99
252055,Seongbae,Krychniak,F,43056,1/1/99
252056,Arnd,Denny,M,54806,1/1/99
252058,Fusako,Shiratori,M,64965,1/1/99
252062,Shigeo,Wolniewicz,M,59138,1/1/99
252044,Yurii,Syang,F,40000,1/1/99
252070,Valeska,Katalagarianos,F,66223,1/1/99
252235,Spyrose,Litzkow,M,40000,1/1/99
252098,Surveyors,Snedden,F,40000,1/1/99
252104,Tommaso,Reutenauer,M,56772,1/1/99
252243,Ayakannu,Coullard,M,40000,1/1/99
252118,Yahiko,Mitsuhashi,M,40000,1/1/99
252123,Hideyuki,Warwick,M,40000,1/1/99
252251,Shem,Staelin,M,52549,1/1/99
252138,Kiyotoshi,Zaiane,M,51965,1/1/99
252256,Takahira,Scallan,F,40000,1/1/99
252260,Clyde,Munos,M,40000,1/1/99
252159,Collette,Shobatake,M,53265,1/1/99
252166,Maja,Avouris,M,40000,1/1/99
252169,Mori,Kobara,F,49544,1/1/99
252171,Kiam,Merli,M,40000,1/1/99
252194,Uri,Perez,M,42975,1/1/99
252198,Suzette,Hofmeyr,F,57280,1/1/99
252199,Ute,Cannard,M,65263,1/1/99
252221,Ortrun,Camarinopoulos,F,46226,1/1/99
252224,TRUE,Heiserman,F,47034,1/1/99
252230,Nitsan,Kusalik,M,72744,1/1/99
252419,Akemi,Bhattacharjee,M,48963,1/1/99
252426,Poornachandra,Rijckaert,M,40743,1/1/99
252457,Luigi,Pell,F,47989,1/1/99
252461,Sanjai,Ramsey,M,50671,1/1/99
252463,Remmert,Lanteri,M,47493,1/1/99
252476,Youssef,Deverell,M,47916,1/1/99
252477,Khedija,Jahnichen,M,41272,1/1/99
252479,Aleksander,Tasistro,M,40000,1/1/99
252482,Zito,Billingsley,F,40000,1/1/99
252496,Alagu,Polajnar,M,40000,1/1/99
252497,Urs,Parascandalo,F,40000,1/1/99
252507,Rimli,DiGiano,F,58755,1/1/99
252510,Bedir,Akazan,M,44094,1/1/99
252514,Tsutomu,Kemmerer,M,65271,1/1/99
252523,Masami,Schwabacher,M,41870,1/1/99
252543,Sachem,Boguraev,M,81247,1/1/99
252545,Itzchak,Zolotykh,F,59491,1/1/99
252558,Manu,Schlenzig,M,40000,1/1/99
252580,Kensyu,Stamatiou,M,55462,1/1/99
252603,Bartek,Shrader,M,65265,1/1/99
252607,Shichao,Brender,M,40000,1/1/99
252615,Chuanyi,Mandelberg,M,50935,1/1/99
252650,Jamaludin,Pramanik,F,40000,1/1/99
252653,Sreenivas,Maraist,M,61161,1/1/99
252665,Khosrow,Klerer,M,40000,1/1/99
252666,Matt,Ramamoorthy,M,55819,1/1/99
252675,Pantung,Ponthieu,M,52048,1/1/99
252680,Martina,Sewelson,F,40000,1/1/99
252696,Mart,Luft,F,41298,1/1/99
252700,Tonny,Mayerwieser,F,40000,1/1/99
252701,Bernice,Penttonen,F,40000,1/1/99
252703,Barna,Beausoleil,F,73872,1/1/99
252733,Toong,Besancenot,M,49138,1/1/99
252740,Mang,Riesenhuber,M,40000,1/1/99
252749,Akhilish,Yeung,F,72212,1/1/99
252763,Felicidad,Aamodt,F,40000,1/1/99
252764,Abdulla,Vendrig,M,44498,1/1/99
252765,Jongsuk,Boreale,M,56076,1/1/99
252767,Udaiprakash,Chiola,M,46848,1/1/99
252769,Supot,Matheson,M,46551,1/1/99
252808,Steen,Leaver,F,41657,1/1/99
252822,Gou,Gammage,M,40000,1/1/99
252834,Brigham,Bellone,M,40000,1/1/99
252842,Leucio,Cangellaris,M,70629,1/1/99
252862,Shahab,Schicker,M,59519,1/1/99
252865,Sham,Zlotek,M,62961,1/1/99
252868,Zhiguo,Strooper,M,40000,1/1/99
252915,Jouni,Acton,M,60875,1/1/99
252924,Kazuhisa,Bazzichi,F,72797,1/1/99
252927,Vitaly,Veeraraghavan,M,53284,1/1/99
252934,Zhenhua,Akaboshi,M,52755,1/1/99
252939,Toshiki,Cullers,M,75307,1/1/99
252942,Terresa,Showalter,F,51580,1/1/99
252948,Danco,Krupka,M,40000,1/1/99
252970,Mario,Herber,F,46089,1/1/99
252971,Leon,Pluym,M,81380,1/1/99
252982,Mandell,Pehl,F,51014,1/1/99
252985,Giordano,Ramsak,M,44732,1/1/99
252989,Stella,Wegerle,F,40000,1/1/99
252992,Shahab,Gustavson,F,40000,1/1/99
252997,Mamdouh,Reutenauer,F,51917,1/1/99
253002,Niteen,Fioravanti,F,40000,1/1/99
253003,Yannik,Lambe,F,40000,1/1/99
253017,Subhash,Staudhammer,M,51642,1/1/99
253037,Zijian,Bharadwaj,M,51595,1/1/99
253042,Mariangiola,Matzke,M,59191,1/1/99
253047,Hausi,Manders,M,40000,1/1/99
253066,Faiza,Kugler,F,53853,1/1/99
253070,Zhiguo,Gaughan,F,70352,1/1/99
253081,Jenwei,Setlzner,F,40000,1/1/99
253084,Duro,Potthoff,F,44857,1/1/99
253086,Shugo,Huxford,F,40000,1/1/99
253094,Hugh,Syrotiuk,M,84628,1/1/99
253096,Taiji,Muhling,M,40000,1/1/99
253098,Faiza,Delgrande,M,40000,1/1/99
253099,Lobel,Atrawala,F,40000,1/1/99
253100,Arunachalam,Lindqvist,F,40000,1/1/99
253105,Susanta,Nollmann,M,52045,1/1/99
253124,Samphel,Garnham,M,51189,1/1/99
253125,Khalil,Percebois,M,40000,1/1/99
253126,Alejandro,Birta,M,56589,1/1/99
253141,Arra,Chiodo,F,40000,1/1/99
253146,Gou,Pramanik,M,52608,1/1/99
253165,Adin,Assaf,M,40000,1/1/99
253174,Hidekazu,Henders,F,74129,1/1/99
253176,Basant,Giaccio,M,61452,1/1/99
253184,Mokhtar,Riexinger,M,72248,1/1/99
253190,Rosli,Kuszyk,F,40000,1/1/99
253191,Ottavia,Jahnichen,F,59732,1/1/99
253212,Anneli,Jarecki,M,40000,1/1/99
253217,Subhash,Honiden,M,48552,1/1/99
253234,Utz,Fioravanti,F,40000,1/1/99
253249,Breannda,Tiemann,M,43455,1/1/99
253260,Isaac,Capobianchi,F,40000,1/1/99
253266,Perry,Luft,F,53309,1/1/99
253272,Amalendu,Uehara,M,64560,1/1/99
253294,DeForest,Cherinka,F,40000,1/1/99
253323,Gilbert,Lieberherr,F,46236,1/1/99
253324,Xiong,Vendrig,M,51274,1/1/99
253325,Kristine,Ushiama,M,40000,1/1/99
253340,Val,Broder,M,51186,1/1/99
253346,Parviz,Hedayat,M,52308,1/1/99
253354,Takahito,Hofman,M,74218,1/1/99
253359,Gadiel,Terwilliger,M,41721,1/1/99
253381,Berto,Henders,M,40000,1/1/99
253402,Guther,Pavlopoulou,F,56218,1/1/99
253410,Teruyuki,Polupanov,F,40000,1/1/99
253415,Tran,Schwaller,F,40000,1/1/99
253417,Irene,Kalorkoti,F,40000,1/1/99
253445,Deniz,Maliniak,F,40000,1/1/99
253448,Luigi,Hettesheimer,M,40000,1/1/99
253457,Terresa,Stasinski,F,40000,1/1/99
253462,Menkae,Sooriamurthi,F,47475,1/1/99
253465,Rayond,Munke,F,51313,1/1/99
253469,Rafail,Zeleznik,M,40000,1/1/99
253472,Gianluca,Kusakabe,F,72004,1/1/99
253473,Jamaludin,Crooks,F,40000,1/1/99
253487,Henk,Pokrovskii,M,40000,1/1/99
253492,Serge,Carrere,F,40000,1/1/99
253501,Xinan,Gladwell,M,40000,1/1/99
253509,Karsten,Kaminger,F,75130,1/1/99
253511,Qingxiang,Nitta,F,56484,1/1/99
253514,Apostol,Cannane,M,41810,1/1/99
253516,Taizo,Poujol,M,40000,1/1/99
253539,Bingning,Varker,M,55127,1/1/99
253549,Tze,Benantar,M,56444,1/1/99
253562,Slavian,Sethi,M,42879,1/1/99
253569,Shaowen,Gopalakrishnan,M,46844,1/1/99
253571,Tomokazu,Deverell,M,43662,1/1/99
253572,Sachem,Schoegge,M,40000,1/1/99
253579,Jeanna,Biron,M,62646,1/1/99
253580,Duri,Suessmith,F,40000,1/1/99
253625,Leif,Pavlopoulou,F,75236,1/1/99
253632,Pohua,Bresenham,M,68125,1/1/99
253634,Sakthirel,Bellone,M,40000,1/1/99
253636,Yucel,Itschner,F,62591,1/1/99
253648,Tesuya,Millington,M,69882,1/1/99
253650,Remzi,Loncour,F,49118,1/1/99
253652,Jaewon,Hasham,M,61535,1/1/99
253657,Mrinalini,Selvestrel,F,67519,1/1/99
253670,Sachin,Conte,F,89680,1/1/99
253679,Mingdong,Portugali,M,62731,1/1/99
253683,Shaunak,Egerstedt,F,92760,1/1/99
253697,Zeydy,Nitto,F,40000,1/1/99
253700,Masasuke,Comyn,M,40000,1/1/99
253704,Sven,Belinskaya,M,69171,1/1/99
253714,Maria,Aseltine,M,64165,1/1/99
253727,Fayez,Pargas,M,70124,1/1/99
253729,Ziyad,Rusterholz,M,40631,1/1/99
253733,Jiang,Rissland,M,49107,1/1/99
253745,Krassimir,Adachi,M,63262,1/1/99
253758,Jouni,Calkin,M,50818,1/1/99
253777,Kien,Ravishankar,F,40000,1/1/99
253785,Eckart,Smailagic,M,56646,1/1/99
253797,Martien,Fabrizio,F,40000,1/1/99
253805,Malu,Fargier,F,57569,1/1/99
253820,Jeong,Conry,F,46350,1/1/99
253823,Gaurav,Casley,M,40000,1/1/99
253827,Iara,Khasidashvili,F,49384,1/1/99
253828,Shem,Lubachevsky,M,40000,1/1/99
253830,Luerbio,Pintelas,M,55901,1/1/99
253832,Jixiang,Foong,F,42277,1/1/99
253847,Xiaobin,Suermann,F,53289,1/1/99
253848,Seongbae,Einsfeld,M,52046,1/1/99
253851,Piyush,Smailagic,M,70555,1/1/99
253865,Fox,Hedayat,M,40000,1/1/99
253866,Reinhard,Reinhart,M,55652,1/1/99
253869,Joydip,Schmiedel,F,48578,1/1/99
253896,Mayuri,Akiyama,F,84103,1/1/99
253911,Sumant,Siepmann,M,42855,1/1/99
253914,Syozo,DeMori,F,53856,1/1/99
253917,Sachin,Gaughan,M,41199,1/1/99
253928,Abdulla,Oberman,M,53683,1/1/99
253930,KayLiang,Moffat,F,40000,1/1/99
253977,Tonny,Usdin,F,40000,1/1/99
254003,Alenka,Haumacher,F,87386,1/1/99
254013,Luise,Luff,M,49959,1/1/99
254016,Danel,Bierman,M,50564,1/1/99
254024,Richard,Ernst,F,59695,1/1/99
254043,Saddek,Peng,M,40000,1/1/99
254053,Heeju,Benantar,M,52224,1/1/99
254065,Kazunori,Azadmanesh,M,45278,1/1/99
254069,Uli,Nishimukai,M,67748,1/1/99
254075,Kazuyasu,Soicher,M,41110,1/1/99
254079,Iara,Iacovou,M,40000,1/1/99
254084,Visit,Fiebach,F,64575,1/1/99
254091,Alejandra,Jiang,M,40000,1/1/99
254097,Seongbae,Ibel,M,66484,1/1/99
254117,Leen,Andreotta,M,48181,1/1/99
254127,Arfst,Shumilov,M,40000,1/1/99
254138,Yechiam,Gammage,M,74086,1/1/99
254141,Tran,Tramer,M,40000,1/1/99
254167,Xianlong,Tibblin,F,59272,1/1/99
254188,Larisa,Peltason,F,48292,1/1/99
254190,Baruch,Murrill,M,46530,1/1/99
254203,Rutger,Milicic,F,80506,1/1/99
254206,Tamiya,Asmuth,M,76338,1/1/99
254212,Mayuri,Leijenhorst,M,52200,1/1/99
254223,Geraldo,Vieth,F,74043,1/1/99
254236,Ung,Zastre,F,51843,1/1/99
254237,Keung,Slaats,M,58370,1/1/99
254241,Anneli,Wursthorn,M,44902,1/1/99
254245,Kshitij,Puppo,M,52777,1/1/99
254247,Van,Furudate,M,106503,1/1/99
254270,Pohua,Hiraishi,M,56051,1/1/99
254290,Yechezkel,Doering,M,40000,1/1/99
254292,Pranas,Eppinger,M,82442,1/1/99
254293,Stein,Pardalos,M,72996,1/1/99
254294,Shridhar,Benzaken,M,40000,1/1/99
254325,Khun,Luiz,F,41916,1/1/99
254330,Mikhail,Muhling,M,57476,1/1/99
254343,Masamitsu,Lenart,M,40000,1/1/99
254347,Zine,Schwaller,F,42598,1/1/99
254354,Martins,Angiulli,F,51287,1/1/99
254366,Brendon,Bazzichi,M,44253,1/1/99
254370,Khedija,Schwartzburd,F,62190,1/1/99
254394,Mingsen,Garnick,M,40000,1/1/99
254408,Kiyokazu,Pleszkun,M,72168,1/1/99
254409,Dante,Gide,F,51009,1/1/99
254412,Akhilish,Vrecion,M,40000,1/1/99
254417,Yurii,Selvestrel,F,72148,1/1/99
254418,Huican,Luan,F,40000,1/1/99
254436,Huai,Bottner,M,44144,1/1/99
254444,Ramya,Buchter,F,40780,1/1/99
254454,Uinam,Ponthieu,F,69829,1/1/99
254456,Sanjoy,Openshaw,M,45936,1/1/99
254459,Mart,Gadepally,M,48159,1/1/99
254460,Duke,Poujol,M,41391,1/1/99
254464,Kazuhito,Matteis,M,59575,1/1/99
254467,Shounak,Honiden,F,45641,1/1/99
254488,Arvind,Benzaken,M,56628,1/1/99
254490,Dayanand,Ranta,M,59699,1/1/99
254499,Hisao,Buescher,M,62725,1/1/99
254502,Valeska,Dalphin,F,68384,1/1/99
254516,Aram,Cannata,F,40000,1/1/99
254529,Doowon,Terwilliger,M,40000,1/1/99
254552,Geoffry,Doering,F,65080,1/1/99
254563,Boaz,Dulin,F,56737,1/1/99
254565,Shakhar,Businaro,F,40000,1/1/99
254593,Goa,Morrin,M,55661,1/1/99
254598,Divier,Joslin,F,60264,1/1/99
254614,Marjo,Plesums,M,40000,1/1/99
254625,Stevo,Shrader,M,69721,1/1/99
254628,Gor,Chiola,F,41606,1/1/99
254638,Matt,Peres,M,82287,1/1/99
254647,Irene,Muntz,F,56467,1/1/99
254655,Kazuhiko,Waterhouse,F,40000,1/1/99
254663,Bernd,Shackell,M,40000,1/1/99
254679,Zeljko,Suermann,M,55414,1/1/99
254694,Jaques,Chinen,F,59248,1/1/99
254698,Piyawadee,Suri,F,42764,1/1/99
254699,Zsolt,Zumaque,F,40000,1/1/99
254706,Sedat,Detkin,M,89007,1/1/99
254713,Hinrich,Sevcikova,M,40000,1/1/99
254759,Sreekrishna,Talmor,M,40000,1/1/99
254767,Khosrow,Merro,M,40000,1/1/99
254775,Serenella,Heinisuo,M,40000,1/1/99
254779,Ioana,Wrigley,F,41164,1/1/99
254788,Jouko,Merlo,M,53230,1/1/99
254789,Mechthild,Kropp,F,74056,1/1/99
254798,Takanari,Famili,M,86448,1/1/99
254800,Shaowei,Danley,F,51721,1/1/99
254814,Tsz,Worfolk,M,52682,1/1/99
254823,Serif,Streit,M,40000,1/1/99
254838,Nevio,Schaft,F,67360,1/1/99
254851,Huiqun,Randi,F,40000,1/1/99
254861,Alejandro,Yamaashi,F,55675,1/1/99
254863,Bluma,Calkin,M,49842,1/1/99
254868,Mohammad,Bakhtari,F,40000,1/1/99
254871,Sverrir,Thiran,M,40000,1/1/99
254880,Tran,Rassart,M,77640,1/1/99
254882,Arunas,Bondorf,M,81936,1/1/99
254883,Boalin,Brattka,F,40000,1/1/99
254892,Cheong,Milicia,F,40000,1/1/99
254902,Etsuo,Sifakis,F,49031,1/1/99
254904,Jayesh,Montresor,M,44900,1/1/99
254906,Jessie,Baalen,F,41348,1/1/99
254907,Zhensheng,Boyle,F,76911,1/1/99
254923,Doowon,Collavizza,F,40000,1/1/99
254925,Sukumar,Kobara,M,71631,1/1/99
254932,Masato,Cannard,M,49274,1/1/99
254950,Sachar,Moffat,M,46725,1/1/99
254957,Val,Lores,F,62767,1/1/99
254959,Sukumar,Kitai,F,58140,1/1/99
254963,Neven,Bharadwaj,F,48955,1/1/99
254965,Ramya,England,F,40000,1/1/99
254985,Maha,Casperson,M,40000,1/1/99
255004,Selwyn,Coorg,F,48894,1/1/99
255007,Vesna,Radhakrishnan,M,40000,1/1/99
255010,Taiji,Denis,F,67867,1/1/99
255011,Howell,Gips,F,40000,1/1/99
255012,Eberhardt,Gischer,F,40000,1/1/99
255018,Chiradeep,Matzke,M,40000,1/1/99
255030,Genevieve,Kadhim,M,40851,1/1/99
255044,Kwee,Conry,M,86810,1/1/99
255053,Urs,Bolsens,M,72928,1/1/99
255055,Masato,Oxman,M,63631,1/1/99
255057,Ramya,Angel,M,40000,1/1/99
255059,Tse,Kawashima,F,40000,1/1/99
255092,Jenwei,Sinicrope,M,47626,1/1/99
255115,DAIDA,Gulla,M,40000,1/1/99
255132,Yifei,Turnbull,M,52383,1/1/99
255143,Jessie,Bierman,F,64627,1/1/99
255144,Pranjal,Perelgut,F,60582,1/1/99
255151,Rasiah,Reghbati,M,53248,1/1/99
255154,Susanna,Androutsos,F,56696,1/1/99
255156,Constantino,Barvinok,M,40000,1/1/99
255157,Saeed,Zlotek,M,40000,1/1/99
255168,Ziva,Ananiadou,M,85000,1/1/99
255171,Chriss,Gist,F,63091,1/1/99
255177,Valeri,Baca,F,40000,1/1/99
255220,Kwangsub,Renear,M,40000,1/1/99
255225,Jiang,Irland,M,73104,1/1/99
255242,Doowon,Pelz,M,43627,1/1/99
255247,Taisook,Seghrouchni,M,56474,1/1/99
255248,Rosita,Pellegrinelli,M,62285,1/1/99
255282,Sumant,Aamodt,F,40000,1/1/99
255291,Vesna,England,M,48459,1/1/99
255308,Francesca,Gronowski,F,92920,1/1/99
255313,Leucio,Suri,F,63312,1/1/99
255318,Uma,Thimonier,M,80871,1/1/99
255332,Bezalel,Maksimenko,F,40000,1/1/99
255338,Fei,Veeraraghavan,F,50435,1/1/99
255339,Leni,Hitomi,M,47424,1/1/99
255357,Siddarth,Clouatre,M,87822,1/1/99
255361,Aamer,Spell,F,40000,1/1/99
255397,Augustine,Guenter,M,40000,1/1/99
255400,Alair,Yetto,M,59347,1/1/99
255403,Yuqun,Goldhammer,M,63736,1/1/99
255407,Brewster,Strehl,M,63628,1/1/99
255424,Vishwani,Jenevein,F,40000,1/1/99
255432,Niranjan,Rajaraman,M,40000,1/1/99
255456,Aleksandar,Tibblin,F,86526,1/1/99
255464,Visit,Kragelund,F,42550,1/1/99
255467,Hugh,Geffroy,F,69154,1/1/99
255499,Dannz,Engelmann,M,72737,1/1/99
255517,Niranjan,Schade,F,73791,1/1/99
255534,Kauko,Ananiadou,F,47081,1/1/99
255535,Visit,Panwar,F,40000,1/1/99
255546,Froduald,Kroll,F,74324,1/1/99
255556,Hironoby,Kavanagh,M,40990,1/1/99
255579,Baoqiu,Birta,M,44666,1/1/99
255598,Bernardo,Bugaenko,F,64344,1/1/99
255610,Abdulah,Paciorek,M,68475,1/1/99
255611,Hideyuki,Pell,F,40000,1/1/99
255612,Kotesh,Bisiani,F,63944,1/1/99
255620,Mani,Tiemann,M,84391,1/1/99
255630,Kensei,Takkinen,M,50650,1/1/99
255636,Itzchak,Docker,F,52970,1/1/99
255641,Randy,Bahi,M,60548,1/1/99
255647,Akemi,Smailagic,F,40000,1/1/99
255668,Lokesh,Pashtan,F,59879,1/1/99
255673,Yinlin,Crooks,M,40000,1/1/99
255679,Lansing,Garnick,M,43688,1/1/99
255686,Clyde,Peral,F,40000,1/1/99
255711,Duangkaew,Erie,M,40000,1/1/99
255715,Weicheng,Molberg,F,49726,1/1/99
255717,Hein,Walstra,F,71882,1/1/99
255741,Jacopo,Terwilliger,F,40000,1/1/99
255768,Yuuichi,Plavsic,M,70968,1/1/99
255773,Ingemar,Emden,F,72566,1/1/99
255774,Taiji,Lagarias,F,71428,1/1/99
255778,Manton,Rodier,M,59695,1/1/99
255795,Sashi,Godskesen,F,40000,1/1/99
255807,Mingzeng,Kleiser,M,40000,1/1/99
255828,Akemi,Kilgore,F,40752,1/1/99
255834,Brendon,Biros,F,40000,1/1/99
255836,Pranjal,Nollmann,M,48909,1/1/99
255837,Shigeo,Neimat,M,54703,1/1/99
255858,Monique,Marzano,M,81471,1/1/99
255877,Shao,Spinelli,M,66311,1/1/99
255893,Jordanka,Showalter,F,40000,1/1/99
255894,Nimmagadda,Stemann,M,57220,1/1/99
255895,Moto,Hennebert,M,64698,1/1/99
255902,Elvia,Businaro,F,68110,1/1/99
255908,Ashish,Farris,M,62301,1/1/99
255911,Bingning,Gladwell,M,40591,1/1/99
255913,Ibibia,Hofman,F,60037,1/1/99
255914,Vivian,Hutton,M,66251,1/1/99
255925,Gaetan,Berztiss,M,52710,1/1/99
255928,Tiina,Czaja,M,44560,1/1/99
255933,Cheong,Swen,M,40000,1/1/99
255934,Mantis,Fabrizio,M,56682,1/1/99
255943,Gao,Cummings,M,64673,1/1/99
255961,Harngdar,Kopetz,M,76019,1/1/99
255962,Selwyn,Malabarba,F,84218,1/1/99
255965,Kolar,Cooke,F,61396,1/1/99
255966,Shay,McFarlin,M,47677,1/1/99
255971,Xianlong,Beilner,M,61645,1/1/99
255984,Stein,Kulisch,M,40000,1/1/99
255989,Srinidhi,Couchot,M,47903,1/1/99
255991,Sashi,Boreale,M,55979,1/1/99
255997,Ugo,Cincotta,F,40000,1/1/99
256001,Achilleas,Luby,F,55732,1/1/99
256013,Visit,Nitto,F,46459,1/1/99
256028,Barna,Mandell,M,40000,1/1/99
256041,Yishay,Tomescu,M,50027,1/1/99
256057,Shem,Khamsi,M,66862,1/1/99
256061,Shiv,Karner,M,82060,1/1/99
256099,Kersti,Alencar,F,46302,1/1/99
256113,Snehasis,Vecchio,M,60294,1/1/99
256116,Erzsebet,Walstra,M,56581,1/1/99
256121,Katsuyuki,Pollacia,M,55385,1/1/99
256137,Beshir,Kamble,M,78973,1/1/99
256149,Tonia,Hiltgen,M,40000,1/1/99
256163,Lakshmi,Mamelak,F,40000,1/1/99
256167,Mahendra,Kenevan,F,48208,1/1/99
256169,Fox,Prochazka,F,41857,1/1/99
256172,Arvin,Arlazarov,M,54179,1/1/99
256175,Hidefumi,Tokunaga,M,40000,1/1/99
256179,Barun,Ginneken,M,56108,1/1/99
256189,Kellyn,Reghbati,M,56755,1/1/99
256213,Shichao,Pileggi,M,40000,1/1/99
256235,Oguz,Halevi,M,72421,1/1/99
256241,Brigham,Uludag,F,65494,1/1/99
256253,Constantino,Bojadziev,F,44158,1/1/99
256256,Sachem,Siprelle,F,40000,1/1/99
256277,Khaled,Genther,M,42643,1/1/99
256299,Chikako,Middleton,M,58177,1/1/99
256300,Toshiko,Garnier,M,62401,1/1/99
256302,Hercules,Zallocco,F,68321,1/1/99
256320,Visit,Erva,F,40000,1/1/99
256335,Flemming,Baba,F,40000,1/1/99
256341,Parke,Candan,M,63793,1/1/99
256342,Barton,Picaronny,M,62998,1/1/99
256361,Jaideep,Peltason,M,48901,1/1/99
256391,Danai,Range,F,47759,1/1/99
256394,Takahiro,Tagansky,M,47053,1/1/99
256403,Tua,Mattern,F,44299,1/1/99
256407,Boaz,Mawatari,M,44973,1/1/99
256408,Ortrud,Pollacia,M,40000,1/1/99
256416,Oksana,Beutelspacher,F,63257,1/1/99
256429,Takahiro,Kaiserswerth,M,40000,1/1/99
256431,Lena,Schiettecatte,M,55925,1/1/99
256440,Jenwei,Merey,M,46452,1/1/99
256443,Lorien,Geffroy,F,74978,1/1/99
256444,Quingbo,Vingron,M,53441,1/1/99
256459,Claudi,Ranum,F,81131,1/1/99
256461,Khedija,Muniz,F,76081,1/1/99
256466,Constantine,Brodie,F,95493,1/1/99
256468,Bernice,Grospietsch,M,40000,1/1/99
256480,Demos,Ghemri,F,51574,1/1/99
256484,Fayez,Randi,M,40000,1/1/99
256494,Kitty,Champarnaud,F,60199,1/1/99
256521,Bangqing,Kampfer,M,62755,1/1/99
256532,Percy,Benner,F,52412,1/1/99
256535,Yechiam,Danecki,F,40000,1/1/99
256536,Conor,Haumacher,F,40000,1/1/99
256544,Nirmal,Gide,M,68952,1/1/99
256551,Jaewoo,Peroz,F,51903,1/1/99
256576,Kolar,Boudaillier,M,50817,1/1/99
256583,Fatemeh,Servi,F,53571,1/1/99
256611,Godehard,Lally,M,49510,1/1/99
256617,Mohan,Alameldin,M,41602,1/1/99
256626,Yurii,Fortenbacher,F,40000,1/1/99
256629,Toong,Jiang,F,40000,1/1/99
256632,Qunsheng,Vingron,M,40000,1/1/99
256636,Mayuri,Hoppenstand,M,47663,1/1/99
256637,Udi,Madeira,M,70359,1/1/99
256648,Muzhong,Binkley,F,74697,1/1/99
256657,Terresa,Baumann,M,57618,1/1/99
256661,Moriyoshi,Talmor,M,41450,1/1/99
256664,Alejandra,Poupard,F,85672,1/1/99
256678,Quingbo,Gustavson,M,57161,1/1/99
256682,Troy,Imataki,M,43532,1/1/99
256701,Chikako,Veevers,F,40000,1/1/99
256702,Uli,Murrill,F,40000,1/1/99
256707,Breannda,Bain,F,78680,1/1/99
256727,Marin,Glowinski,M,50335,1/1/99
256728,Sajjan,Huxford,M,64478,1/1/99
256740,Marsal,Vanwelkenhuysen,F,40000,1/1/99
256743,King,Bhattacharjee,M,40000,1/1/99
256751,Boutros,Morris,M,45303,1/1/99
256764,Shirish,Merks,M,40000,1/1/99
256769,Shiv,Barbanera,F,85369,1/1/99
256772,Hiroyasu,Malinowski,M,55199,1/1/99
256783,Gonzalo,Bail,F,66157,1/1/99
256792,Kerryn,Merli,M,93413,1/1/99
